PERMNO,date,TICKER,COMNAM,PRC,RET,CFACPR
28302,20180911,UL,UNILEVER PLC,55.91000,0.006118,1
28302,20180912,UL,UNILEVER PLC,56.31000,0.007154,1
28302,20180913,UL,UNILEVER PLC,56.14000,-0.003019,1
28302,20180914,UL,UNILEVER PLC,55.79000,-0.006234,1
28302,20180917,UL,UNILEVER PLC,55.93000,0.002509,1
28302,20180918,UL,UNILEVER PLC,55.77000,-0.002861,1
28302,20180919,UL,UNILEVER PLC,54.54000,-0.022055,1
28302,20180920,UL,UNILEVER PLC,55.95000,0.025853,1
28302,20180921,UL,UNILEVER PLC,55.89000,-0.001072,1
28302,20180924,UL,UNILEVER PLC,55.05000,-0.015030,1
28302,20180925,UL,UNILEVER PLC,54.84000,-0.003815,1
28302,20180926,UL,UNILEVER PLC,55.11000,0.004923,1
28302,20180927,UL,UNILEVER PLC,55.27000,0.002903,1
28302,20180928,UL,UNILEVER PLC,54.97000,-0.005428,1
28302,20181001,UL,UNILEVER PLC,55.23000,0.004730,1
28302,20181002,UL,UNILEVER PLC,54.63000,-0.010864,1
28302,20181003,UL,UNILEVER PLC,54.63000,0.000000,1
28302,20181004,UL,UNILEVER PLC,53.30000,-0.024346,1
28302,20181005,UL,UNILEVER PLC,53.24000,-0.001126,1
28302,20181008,UL,UNILEVER PLC,53.27000,0.000563,1
28302,20181009,UL,UNILEVER PLC,53.34000,0.001314,1
28302,20181010,UL,UNILEVER PLC,52.91000,-0.008061,1
28302,20181011,UL,UNILEVER PLC,51.83000,-0.020412,1
28302,20181012,UL,UNILEVER PLC,52.05000,0.004245,1
28302,20181015,UL,UNILEVER PLC,52.70000,0.012488,1
28302,20181016,UL,UNILEVER PLC,53.45000,0.014231,1
28302,20181017,UL,UNILEVER PLC,53.13000,-0.005987,1
28302,20181018,UL,UNILEVER PLC,52.12000,-0.019010,1
28302,20181019,UL,UNILEVER PLC,54.02000,0.036454,1
28302,20181022,UL,UNILEVER PLC,53.73000,-0.005368,1
28302,20181023,UL,UNILEVER PLC,54.31000,0.010795,1
28302,20181024,UL,UNILEVER PLC,53.80000,-0.009391,1
28302,20181025,UL,UNILEVER PLC,54.26000,0.008550,1
28302,20181026,UL,UNILEVER PLC,53.38000,-0.016218,1
28302,20181029,UL,UNILEVER PLC,53.15000,-0.004309,1
28302,20181030,UL,UNILEVER PLC,53.62000,0.008843,1
28302,20181031,UL,UNILEVER PLC,52.98000,-0.011936,1
28302,20181101,UL,UNILEVER PLC,53.52000,0.018662,1
28302,20181102,UL,UNILEVER PLC,53.19000,-0.006166,1
28302,20181105,UL,UNILEVER PLC,53.49000,0.005640,1
28302,20181106,UL,UNILEVER PLC,53.45000,-0.000748,1
28302,20181107,UL,UNILEVER PLC,54.09000,0.011974,1
28302,20181108,UL,UNILEVER PLC,53.38000,-0.013126,1
28302,20181109,UL,UNILEVER PLC,53.95000,0.010678,1
28302,20181112,UL,UNILEVER PLC,53.34000,-0.011307,1
28302,20181113,UL,UNILEVER PLC,54.02000,0.012748,1
28302,20181114,UL,UNILEVER PLC,53.87000,-0.002777,1
28302,20181115,UL,UNILEVER PLC,54.30000,0.007982,1
28302,20181116,UL,UNILEVER PLC,54.78000,0.008840,1
28302,20181119,UL,UNILEVER PLC,54.67000,-0.002008,1
28302,20181120,UL,UNILEVER PLC,54.41000,-0.004756,1
28302,20181121,UL,UNILEVER PLC,54.42000,0.000184,1
28302,20181123,UL,UNILEVER PLC,54.34000,-0.001470,1
28302,20181126,UL,UNILEVER PLC,54.01000,-0.006073,1
28302,20181127,UL,UNILEVER PLC,54.61000,0.011109,1
28302,20181128,UL,UNILEVER PLC,54.88000,0.004944,1
28302,20181129,UL,UNILEVER PLC,54.52000,-0.006560,1
28302,20181130,UL,UNILEVER PLC,54.29000,-0.004219,1
28302,20181203,UL,UNILEVER PLC,54.32000,0.000553,1
28302,20181204,UL,UNILEVER PLC,54.13000,-0.003498,1
28302,20181206,UL,UNILEVER PLC,53.87000,-0.004803,1
28302,20181207,UL,UNILEVER PLC,54.04000,0.003156,1
28302,20181210,UL,UNILEVER PLC,53.59000,-0.008327,1
28302,20181211,UL,UNILEVER PLC,54.15000,0.010450,1
28302,20181212,UL,UNILEVER PLC,54.58000,0.007941,1
28302,20181213,UL,UNILEVER PLC,54.72000,0.002565,1
28302,20181214,UL,UNILEVER PLC,54.00000,-0.013158,1
28302,20181217,UL,UNILEVER PLC,52.88000,-0.020741,1
28302,20181218,UL,UNILEVER PLC,52.88000,0.000000,1
28302,20181219,UL,UNILEVER PLC,52.72000,-0.003026,1
28302,20181220,UL,UNILEVER PLC,52.80000,0.001517,1
28302,20181221,UL,UNILEVER PLC,52.26000,-0.010227,1
28302,20181224,UL,UNILEVER PLC,50.97000,-0.024684,1
28302,20181226,UL,UNILEVER PLC,52.13000,0.022758,1
28302,20181227,UL,UNILEVER PLC,52.16000,0.000575,1
28302,20181228,UL,UNILEVER PLC,52.02000,-0.002684,1
28302,20181231,UL,UNILEVER PLC,52.25000,0.004421,1
28302,20190102,UL,UNILEVER PLC,52.11000,-0.002679,1
28302,20190103,UL,UNILEVER PLC,51.87000,-0.004606,1
28302,20190104,UL,UNILEVER PLC,52.72000,0.016387,1
28302,20190107,UL,UNILEVER PLC,52.33000,-0.007398,1
28302,20190108,UL,UNILEVER PLC,52.34000,0.000191,1
28302,20190109,UL,UNILEVER PLC,51.90000,-0.008407,1
28302,20190110,UL,UNILEVER PLC,52.15000,0.004817,1
28302,20190111,UL,UNILEVER PLC,52.40000,0.004794,1
28302,20190114,UL,UNILEVER PLC,51.75000,-0.012405,1
28302,20190115,UL,UNILEVER PLC,52.24000,0.009469,1
28302,20190116,UL,UNILEVER PLC,51.60000,-0.012251,1
28302,20190117,UL,UNILEVER PLC,52.06000,0.008915,1
28302,20190118,UL,UNILEVER PLC,52.33000,0.005186,1
28302,20190122,UL,UNILEVER PLC,52.19000,-0.002675,1
28302,20190123,UL,UNILEVER PLC,52.84000,0.012455,1
28302,20190124,UL,UNILEVER PLC,52.25000,-0.011166,1
28302,20190125,UL,UNILEVER PLC,52.19000,-0.001148,1
28302,20190128,UL,UNILEVER PLC,52.06000,-0.002491,1
28302,20190129,UL,UNILEVER PLC,52.94000,0.016904,1
28302,20190130,UL,UNILEVER PLC,53.00000,0.001133,1
28302,20190131,UL,UNILEVER PLC,52.60000,-0.007547,1
28302,20190201,UL,UNILEVER PLC,53.19000,0.011217,1
28302,20190204,UL,UNILEVER PLC,53.73000,0.010152,1
28302,20190205,UL,UNILEVER PLC,54.76000,0.019170,1
28302,20190206,UL,UNILEVER PLC,54.06000,-0.012783,1
28302,20190207,UL,UNILEVER PLC,54.30000,0.004439,1
28302,20190208,UL,UNILEVER PLC,54.34000,0.000737,1
28302,20190211,UL,UNILEVER PLC,54.00000,-0.006257,1
28302,20190212,UL,UNILEVER PLC,54.88000,0.016296,1
28302,20190213,UL,UNILEVER PLC,54.77000,-0.002004,1
28302,20190214,UL,UNILEVER PLC,54.48000,0.002779,1
28302,20190215,UL,UNILEVER PLC,54.53000,0.000918,1
28302,20190219,UL,UNILEVER PLC,54.97000,0.008069,1
28302,20190220,UL,UNILEVER PLC,55.37000,0.007277,1
28302,20190221,UL,UNILEVER PLC,55.51000,0.002528,1
28302,20190222,UL,UNILEVER PLC,54.95000,-0.010088,1
28302,20190225,UL,UNILEVER PLC,54.40000,-0.010009,1
28302,20190226,UL,UNILEVER PLC,54.74000,0.006250,1
28302,20190227,UL,UNILEVER PLC,53.17000,-0.028681,1
28302,20190228,UL,UNILEVER PLC,53.23000,0.001128,1
28302,20190301,UL,UNILEVER PLC,52.69000,-0.010145,1
28302,20190304,UL,UNILEVER PLC,53.09000,0.007592,1
28302,20190305,UL,UNILEVER PLC,53.73000,0.012055,1
28302,20190306,UL,UNILEVER PLC,53.46000,-0.005025,1
28302,20190307,UL,UNILEVER PLC,53.97000,0.009540,1
28302,20190308,UL,UNILEVER PLC,54.69000,0.013341,1
28302,20190311,UL,UNILEVER PLC,54.31000,-0.006948,1
28302,20190312,UL,UNILEVER PLC,54.37000,0.001105,1
28302,20190313,UL,UNILEVER PLC,54.94000,0.010484,1
28302,20190314,UL,UNILEVER PLC,55.91000,0.017656,1
28302,20190315,UL,UNILEVER PLC,56.81000,0.016097,1
28302,20190318,UL,UNILEVER PLC,56.70000,-0.001936,1
28302,20190319,UL,UNILEVER PLC,56.74000,0.000705,1
28302,20190320,UL,UNILEVER PLC,57.13000,0.006873,1
28302,20190321,UL,UNILEVER PLC,57.67000,0.009452,1
28302,20190322,UL,UNILEVER PLC,57.06000,-0.010577,1
28302,20190325,UL,UNILEVER PLC,57.28000,0.003856,1
28302,20190326,UL,UNILEVER PLC,57.83000,0.009602,1
28302,20190327,UL,UNILEVER PLC,57.69000,-0.002421,1
28302,20190328,UL,UNILEVER PLC,57.74000,0.000867,1
28302,20190329,UL,UNILEVER PLC,57.72000,-0.000346,1
28302,20190401,UL,UNILEVER PLC,57.53000,-0.003292,1
28302,20190402,UL,UNILEVER PLC,57.54000,0.000174,1
28302,20190403,UL,UNILEVER PLC,57.68000,0.002433,1
28302,20190404,UL,UNILEVER PLC,57.70000,0.000347,1
28302,20190405,UL,UNILEVER PLC,57.52000,-0.003120,1
28302,20190408,UL,UNILEVER PLC,57.79000,0.004694,1
28302,20190409,UL,UNILEVER PLC,57.55000,-0.004153,1
28302,20190410,UL,UNILEVER PLC,57.52000,-0.000521,1
28302,20190411,UL,UNILEVER PLC,57.54000,0.000348,1
28302,20190412,UL,UNILEVER PLC,57.26000,-0.004866,1
28302,20190415,UL,UNILEVER PLC,57.26000,0.000000,1
28302,20190416,UL,UNILEVER PLC,57.30000,0.000699,1
28302,20190417,UL,UNILEVER PLC,57.44000,0.002443,1
28302,20190418,UL,UNILEVER PLC,58.81000,0.023851,1
28302,20190422,UL,UNILEVER PLC,58.68000,-0.002211,1
28302,20190423,UL,UNILEVER PLC,58.74000,0.001023,1
28302,20190424,UL,UNILEVER PLC,58.69000,-0.000851,1
28302,20190425,UL,UNILEVER PLC,58.76000,0.001193,1
28302,20190426,UL,UNILEVER PLC,59.42000,0.011232,1
28302,20190429,UL,UNILEVER PLC,59.69000,0.004544,1
28302,20190430,UL,UNILEVER PLC,60.80000,0.018596,1
28302,20190501,UL,UNILEVER PLC,60.25000,-0.009046,1
28302,20190502,UL,UNILEVER PLC,59.80000,0.000234,1
28302,20190503,UL,UNILEVER PLC,60.52000,0.012040,1
28302,20190506,UL,UNILEVER PLC,60.44000,-0.001322,1
28302,20190507,UL,UNILEVER PLC,59.73000,-0.011747,1
28302,20190508,UL,UNILEVER PLC,60.21000,0.008036,1
28302,20190509,UL,UNILEVER PLC,60.09000,-0.001993,1
28302,20190510,UL,UNILEVER PLC,60.60000,0.008487,1
28302,20190513,UL,UNILEVER PLC,60.35000,-0.004125,1
28302,20190514,UL,UNILEVER PLC,59.75000,-0.009942,1
28302,20190515,UL,UNILEVER PLC,60.35000,0.010042,1
28302,20190516,UL,UNILEVER PLC,60.87000,0.008616,1
28302,20190517,UL,UNILEVER PLC,60.85000,-0.000329,1
28302,20190520,UL,UNILEVER PLC,60.66000,-0.003122,1
28302,20190521,UL,UNILEVER PLC,60.52000,-0.002308,1
28302,20190522,UL,UNILEVER PLC,61.28000,0.012558,1
28302,20190523,UL,UNILEVER PLC,61.19000,-0.001469,1
28302,20190524,UL,UNILEVER PLC,61.94000,0.012257,1
28302,20190528,UL,UNILEVER PLC,61.25000,-0.011140,1
28302,20190529,UL,UNILEVER PLC,61.18000,-0.001143,1
28302,20190530,UL,UNILEVER PLC,61.69000,0.008336,1
28302,20190531,UL,UNILEVER PLC,60.91000,-0.012644,1
28302,20190603,UL,UNILEVER PLC,61.52000,0.010015,1
28302,20190604,UL,UNILEVER PLC,61.38000,-0.002276,1
28302,20190605,UL,UNILEVER PLC,61.70000,0.005213,1
28302,20190606,UL,UNILEVER PLC,62.08000,0.006159,1
28302,20190607,UL,UNILEVER PLC,62.53000,0.007249,1
28302,20190610,UL,UNILEVER PLC,62.27000,-0.004158,1
28302,20190611,UL,UNILEVER PLC,62.65000,0.006102,1
28302,20190612,UL,UNILEVER PLC,63.16000,0.008140,1
28302,20190613,UL,UNILEVER PLC,62.69000,-0.007441,1
28302,20190614,UL,UNILEVER PLC,62.61000,-0.001276,1
28302,20190617,UL,UNILEVER PLC,62.47000,-0.002236,1
28302,20190618,UL,UNILEVER PLC,62.34000,-0.002081,1
28302,20190619,UL,UNILEVER PLC,62.49000,0.002406,1
28302,20190620,UL,UNILEVER PLC,62.23000,-0.004161,1
28302,20190621,UL,UNILEVER PLC,62.33000,0.001607,1
28302,20190624,UL,UNILEVER PLC,62.93000,0.009626,1
28302,20190625,UL,UNILEVER PLC,62.48000,-0.007151,1
28302,20190626,UL,UNILEVER PLC,61.76000,-0.011524,1
28302,20190627,UL,UNILEVER PLC,61.67000,-0.001457,1
28302,20190628,UL,UNILEVER PLC,61.97000,0.004865,1
28302,20190701,UL,UNILEVER PLC,62.06000,0.001452,1
28302,20190702,UL,UNILEVER PLC,63.05000,0.015952,1
28302,20190703,UL,UNILEVER PLC,63.80000,0.011895,1
28302,20190705,UL,UNILEVER PLC,63.27000,-0.008307,1
28302,20190708,UL,UNILEVER PLC,63.50000,0.003635,1
28302,20190709,UL,UNILEVER PLC,62.90000,-0.009449,1
28302,20190710,UL,UNILEVER PLC,62.68000,-0.003498,1
28302,20190711,UL,UNILEVER PLC,62.74000,0.000957,1
28302,20190712,UL,UNILEVER PLC,62.68000,-0.000956,1
28302,20190715,UL,UNILEVER PLC,62.84000,0.002553,1
28302,20190716,UL,UNILEVER PLC,63.15000,0.004933,1
28302,20190717,UL,UNILEVER PLC,63.10000,-0.000792,1
28302,20190718,UL,UNILEVER PLC,63.31000,0.003328,1
28302,20190719,UL,UNILEVER PLC,62.36000,-0.015006,1
28302,20190722,UL,UNILEVER PLC,62.80000,0.007056,1
28302,20190723,UL,UNILEVER PLC,62.64000,-0.002548,1
28302,20190724,UL,UNILEVER PLC,62.23000,-0.006545,1
28302,20190725,UL,UNILEVER PLC,60.89000,-0.021533,1
28302,20190726,UL,UNILEVER PLC,60.95000,0.000985,1
28302,20190729,UL,UNILEVER PLC,61.46000,0.008367,1
28302,20190730,UL,UNILEVER PLC,61.07000,-0.006346,1
28302,20190731,UL,UNILEVER PLC,60.12000,-0.015556,1
28302,20190801,UL,UNILEVER PLC,60.41000,0.004824,1
28302,20190802,UL,UNILEVER PLC,59.87000,-0.008939,1
28302,20190805,UL,UNILEVER PLC,58.69000,-0.019709,1
28302,20190806,UL,UNILEVER PLC,58.90000,0.003578,1
28302,20190807,UL,UNILEVER PLC,59.39000,0.008319,1
28302,20190808,UL,UNILEVER PLC,59.09000,0.002669,1
28302,20190809,UL,UNILEVER PLC,58.86000,-0.003892,1
28302,20190812,UL,UNILEVER PLC,59.50000,0.010873,1
28302,20190813,UL,UNILEVER PLC,59.49000,-0.000168,1
28302,20190814,UL,UNILEVER PLC,59.46000,-0.000504,1
28302,20190815,UL,UNILEVER PLC,60.03000,0.009586,1
28302,20190816,UL,UNILEVER PLC,61.06000,0.017158,1
28302,20190819,UL,UNILEVER PLC,61.82000,0.012447,1
28302,20190820,UL,UNILEVER PLC,61.57000,-0.004044,1
28302,20190821,UL,UNILEVER PLC,61.85000,0.004548,1
28302,20190822,UL,UNILEVER PLC,61.71000,-0.002264,1
28302,20190823,UL,UNILEVER PLC,61.09000,-0.010047,1
28302,20190826,UL,UNILEVER PLC,61.50000,0.006711,1
28302,20190827,UL,UNILEVER PLC,62.36000,0.013984,1
28302,20190828,UL,UNILEVER PLC,62.63000,0.004330,1
28302,20190829,UL,UNILEVER PLC,62.96000,0.005269,1
28302,20190830,UL,UNILEVER PLC,63.18000,0.003494,1
28302,20190903,UL,UNILEVER PLC,64.31000,0.017885,1
28302,20190904,UL,UNILEVER PLC,64.83000,0.008086,1
28302,20190905,UL,UNILEVER PLC,63.74000,-0.016813,1
28302,20190906,UL,UNILEVER PLC,63.87000,0.002039,1
28302,20190909,UL,UNILEVER PLC,62.72000,-0.018005,1
28302,20190910,UL,UNILEVER PLC,61.53000,-0.018973,1
28302,20190911,UL,UNILEVER PLC,61.54000,0.000163,1
28302,20190912,UL,UNILEVER PLC,61.67000,0.002112,1
28302,20190913,UL,UNILEVER PLC,61.14000,-0.008594,1
28302,20190916,UL,UNILEVER PLC,60.45000,-0.011286,1
28302,20190917,UL,UNILEVER PLC,61.44000,0.016377,1
28302,20190918,UL,UNILEVER PLC,61.50000,0.000977,1
28302,20190919,UL,UNILEVER PLC,61.46000,-0.000650,1
28302,20190920,UL,UNILEVER PLC,59.97000,-0.024243,1
28302,20190923,UL,UNILEVER PLC,60.35000,0.006336,1
28302,20190924,UL,UNILEVER PLC,60.96000,0.010108,1
28302,20190925,UL,UNILEVER PLC,60.20000,-0.012467,1
28302,20190926,UL,UNILEVER PLC,60.69000,0.008139,1
28302,20190927,UL,UNILEVER PLC,60.44000,-0.004119,1
28302,20190930,UL,UNILEVER PLC,60.10000,-0.005625,1
28302,20191001,UL,UNILEVER PLC,60.23000,0.002163,1
28302,20191002,UL,UNILEVER PLC,59.10000,-0.018761,1
28302,20191003,UL,UNILEVER PLC,59.41000,0.005245,1
28302,20191004,UL,UNILEVER PLC,59.68000,0.004545,1
28302,20191007,UL,UNILEVER PLC,59.69000,0.000168,1
28302,20191008,UL,UNILEVER PLC,59.11000,-0.009717,1
28302,20191009,UL,UNILEVER PLC,59.52000,0.006936,1
28302,20191010,UL,UNILEVER PLC,59.29000,-0.003864,1
28302,20191011,UL,UNILEVER PLC,59.15000,-0.002361,1
28302,20191014,UL,UNILEVER PLC,58.72000,-0.007270,1
28302,20191015,UL,UNILEVER PLC,58.37000,-0.005961,1
28302,20191016,UL,UNILEVER PLC,59.39000,0.017475,1
28302,20191017,UL,UNILEVER PLC,59.98000,0.009934,1
28302,20191018,UL,UNILEVER PLC,60.08000,0.001667,1
28302,20191021,UL,UNILEVER PLC,59.23000,-0.014148,1
28302,20191022,UL,UNILEVER PLC,59.17000,-0.001013,1
28302,20191023,UL,UNILEVER PLC,59.10000,-0.001183,1
28302,20191024,UL,UNILEVER PLC,59.75000,0.010998,1
28302,20191025,UL,UNILEVER PLC,59.32000,-0.007197,1
28302,20191028,UL,UNILEVER PLC,58.93000,-0.006575,1
28302,20191029,UL,UNILEVER PLC,59.26000,0.005600,1
28302,20191030,UL,UNILEVER PLC,60.16000,0.015187,1
28302,20191031,UL,UNILEVER PLC,60.11000,0.006676,1
28302,20191101,UL,UNILEVER PLC,59.75000,-0.005989,1
28302,20191104,UL,UNILEVER PLC,58.98000,-0.012887,1
28302,20191105,UL,UNILEVER PLC,59.44000,0.007799,1
28302,20191106,UL,UNILEVER PLC,60.39000,0.015983,1
28302,20191107,UL,UNILEVER PLC,59.67000,-0.011923,1
28302,20191108,UL,UNILEVER PLC,59.96000,0.004860,1
28302,20191111,UL,UNILEVER PLC,59.54000,-0.007005,1
28302,20191112,UL,UNILEVER PLC,59.12000,-0.007054,1
28302,20191113,UL,UNILEVER PLC,59.70000,0.009811,1
28302,20191114,UL,UNILEVER PLC,59.30000,-0.006700,1
28302,20191115,UL,UNILEVER PLC,59.03000,-0.004553,1
28302,20191118,UL,UNILEVER PLC,59.15000,0.002033,1
28302,20191119,UL,UNILEVER PLC,59.02000,-0.002198,1
28302,20191120,UL,UNILEVER PLC,58.79000,-0.003897,1
28302,20191121,UL,UNILEVER PLC,58.19000,-0.010206,1
28302,20191122,UL,UNILEVER PLC,58.21000,0.000344,1
28302,20191125,UL,UNILEVER PLC,58.58000,0.006356,1
28302,20191126,UL,UNILEVER PLC,58.95000,0.006316,1
28302,20191127,UL,UNILEVER PLC,59.04000,0.001527,1
28302,20191129,UL,UNILEVER PLC,59.49000,0.007622,1
28302,20191202,UL,UNILEVER PLC,59.28000,-0.003530,1
28302,20191203,UL,UNILEVER PLC,59.19000,-0.001518,1
28302,20191204,UL,UNILEVER PLC,59.52000,0.005575,1
28302,20191205,UL,UNILEVER PLC,59.36000,-0.002688,1
28302,20191206,UL,UNILEVER PLC,59.81000,0.007581,1
28302,20191209,UL,UNILEVER PLC,60.22000,0.006855,1
28302,20191210,UL,UNILEVER PLC,59.96000,-0.004318,1
28302,20191211,UL,UNILEVER PLC,59.63000,-0.005504,1
28302,20191212,UL,UNILEVER PLC,59.49000,-0.002348,1
28302,20191213,UL,UNILEVER PLC,60.94000,0.024374,1
28302,20191216,UL,UNILEVER PLC,61.91000,0.015917,1
28302,20191217,UL,UNILEVER PLC,56.28000,-0.090938,1
28302,20191218,UL,UNILEVER PLC,55.90000,-0.006752,1
28302,20191219,UL,UNILEVER PLC,56.58000,0.012165,1
28302,20191220,UL,UNILEVER PLC,56.75000,0.003005,1
28302,20191223,UL,UNILEVER PLC,56.85000,0.001762,1
28302,20191224,UL,UNILEVER PLC,56.69000,-0.002814,1
28302,20191226,UL,UNILEVER PLC,56.80000,0.001940,1
28302,20191227,UL,UNILEVER PLC,57.69000,0.015669,1
28302,20191230,UL,UNILEVER PLC,57.30000,-0.006760,1
28302,20191231,UL,UNILEVER PLC,57.17000,-0.002269,1
28302,20200102,UL,UNILEVER PLC,57.02000,-0.002624,1
28302,20200103,UL,UNILEVER PLC,56.94000,-0.001403,1
28302,20200106,UL,UNILEVER PLC,57.00000,0.001054,1
28302,20200107,UL,UNILEVER PLC,56.08000,-0.016140,1
28302,20200108,UL,UNILEVER PLC,55.84000,-0.004280,1
28302,20200109,UL,UNILEVER PLC,56.20000,0.006447,1
28302,20200110,UL,UNILEVER PLC,56.24000,0.000712,1
28302,20200113,UL,UNILEVER PLC,56.50000,0.004623,1
28302,20200114,UL,UNILEVER PLC,56.33000,-0.003009,1
28302,20200115,UL,UNILEVER PLC,56.80000,0.008344,1
28302,20200116,UL,UNILEVER PLC,56.95000,0.002641,1
28302,20200117,UL,UNILEVER PLC,57.34000,0.006848,1
28302,20200121,UL,UNILEVER PLC,57.86000,0.009069,1
28302,20200122,UL,UNILEVER PLC,57.71000,-0.002592,1
28302,20200123,UL,UNILEVER PLC,57.71000,0.000000,1
28302,20200124,UL,UNILEVER PLC,59.22000,0.026165,1
28302,20200127,UL,UNILEVER PLC,58.34000,-0.014860,1
28302,20200128,UL,UNILEVER PLC,58.96000,0.010627,1
28302,20200129,UL,UNILEVER PLC,57.70000,-0.021370,1
28302,20200130,UL,UNILEVER PLC,59.85000,0.037262,1
28302,20200131,UL,UNILEVER PLC,59.77000,-0.001337,1
28302,20200203,UL,UNILEVER PLC,59.86000,0.001506,1
28302,20200204,UL,UNILEVER PLC,59.72000,-0.002339,1
28302,20200205,UL,UNILEVER PLC,60.24000,0.008707,1
28302,20200206,UL,UNILEVER PLC,60.96000,0.011952,1
28302,20200207,UL,UNILEVER PLC,60.64000,-0.005249,1
28302,20200210,UL,UNILEVER PLC,60.66000,0.000330,1
28302,20200211,UL,UNILEVER PLC,60.86000,0.003297,1
28302,20200212,UL,UNILEVER PLC,60.63000,-0.003779,1
28302,20200213,UL,UNILEVER PLC,60.53000,-0.001649,1
28302,20200214,UL,UNILEVER PLC,60.38000,-0.002478,1
28302,20200218,UL,UNILEVER PLC,60.56000,0.002981,1
28302,20200219,UL,UNILEVER PLC,59.95000,-0.010073,1
28302,20200220,UL,UNILEVER PLC,59.63000,0.002197,1
28302,20200221,UL,UNILEVER PLC,59.70000,0.001174,1
28302,20200224,UL,UNILEVER PLC,57.78000,-0.032161,1
28302,20200225,UL,UNILEVER PLC,56.78000,-0.017307,1
28302,20200226,UL,UNILEVER PLC,56.11000,-0.011800,1
28302,20200227,UL,UNILEVER PLC,54.75000,-0.024238,1
28302,20200228,UL,UNILEVER PLC,53.93000,-0.014977,1
28302,20200302,UL,UNILEVER PLC,55.83000,0.035231,1
28302,20200303,UL,UNILEVER PLC,55.94000,0.001970,1
28302,20200304,UL,UNILEVER PLC,58.38000,0.043618,1
28302,20200305,UL,UNILEVER PLC,57.79000,-0.010106,1
28302,20200306,UL,UNILEVER PLC,57.19000,-0.010382,1
28302,20200309,UL,UNILEVER PLC,53.95000,-0.056653,1
28302,20200310,UL,UNILEVER PLC,55.02000,0.019833,1
28302,20200311,UL,UNILEVER PLC,52.47000,-0.046347,1
28302,20200312,UL,UNILEVER PLC,48.66000,-0.072613,1
28302,20200313,UL,UNILEVER PLC,49.97000,0.026922,1
28302,20200316,UL,UNILEVER PLC,45.10000,-0.097459,1
28302,20200317,UL,UNILEVER PLC,50.38000,0.117073,1
28302,20200318,UL,UNILEVER PLC,48.88000,-0.029774,1
28302,20200319,UL,UNILEVER PLC,50.66000,0.036416,1
28302,20200320,UL,UNILEVER PLC,47.17000,-0.068891,1
28302,20200323,UL,UNILEVER PLC,44.62000,-0.054060,1
28302,20200324,UL,UNILEVER PLC,47.50000,0.064545,1
28302,20200325,UL,UNILEVER PLC,47.61000,0.002316,1
28302,20200326,UL,UNILEVER PLC,49.84000,0.046839,1
28302,20200327,UL,UNILEVER PLC,49.25000,-0.011838,1
28302,20200330,UL,UNILEVER PLC,50.58000,0.027005,1
28302,20200331,UL,UNILEVER PLC,50.57000,-0.000198,1
28302,20200401,UL,UNILEVER PLC,49.18000,-0.027487,1
28302,20200402,UL,UNILEVER PLC,50.77000,0.032330,1
28302,20200403,UL,UNILEVER PLC,49.80000,-0.019106,1
28302,20200406,UL,UNILEVER PLC,51.26000,0.029317,1
28302,20200407,UL,UNILEVER PLC,50.51000,-0.014631,1
28302,20200408,UL,UNILEVER PLC,51.26000,0.014849,1
28302,20200409,UL,UNILEVER PLC,51.73000,0.009169,1
28302,20200413,UL,UNILEVER PLC,51.65000,-0.001546,1
28302,20200414,UL,UNILEVER PLC,53.29000,0.031752,1
28302,20200415,UL,UNILEVER PLC,52.01000,-0.024020,1
28302,20200416,UL,UNILEVER PLC,52.28000,0.005191,1
28302,20200417,UL,UNILEVER PLC,52.89000,0.011668,1
28302,20200420,UL,UNILEVER PLC,53.59000,0.013235,1
28302,20200421,UL,UNILEVER PLC,52.76000,-0.015488,1
28302,20200422,UL,UNILEVER PLC,52.94000,0.003412,1
28302,20200423,UL,UNILEVER PLC,51.53000,-0.026634,1
28302,20200424,UL,UNILEVER PLC,51.58000,0.000970,1
28302,20200427,UL,UNILEVER PLC,51.51000,-0.001357,1
28302,20200428,UL,UNILEVER PLC,50.97000,-0.010483,1
28302,20200429,UL,UNILEVER PLC,51.63000,0.012949,1
28302,20200430,UL,UNILEVER PLC,51.87000,0.004648,1
28302,20200501,UL,UNILEVER PLC,51.50000,-0.007133,1
28302,20200504,UL,UNILEVER PLC,50.96000,-0.010485,1
28302,20200505,UL,UNILEVER PLC,50.61000,-0.006868,1
28302,20200506,UL,UNILEVER PLC,49.78000,-0.016400,1
28302,20200507,UL,UNILEVER PLC,50.55000,0.015468,1
28302,20200508,UL,UNILEVER PLC,51.88000,0.026311,1
28302,20200511,UL,UNILEVER PLC,52.20000,0.006168,1
28302,20200512,UL,UNILEVER PLC,51.88000,-0.006130,1
28302,20200513,UL,UNILEVER PLC,51.78000,-0.001928,1
28302,20200514,UL,UNILEVER PLC,50.99000,-0.006672,1
28302,20200515,UL,UNILEVER PLC,51.21000,0.004315,1
28302,20200518,UL,UNILEVER PLC,52.45000,0.024214,1
28302,20200519,UL,UNILEVER PLC,50.67000,-0.033937,1
28302,20200520,UL,UNILEVER PLC,51.43000,0.014999,1
28302,20200521,UL,UNILEVER PLC,50.84000,-0.011472,1
28302,20200522,UL,UNILEVER PLC,50.77000,-0.001377,1
28302,20200526,UL,UNILEVER PLC,51.08000,0.006106,1
28302,20200527,UL,UNILEVER PLC,52.24000,0.022709,1
